building_tag,longitude,latitude,day,hour,students_number
PETER,32.880013,-117.240351,F,14,109
CENTR,32.877773,-117.237262,Tu,10,605
CSB,32.880547,-117.239444,Tu,18,141
CSB,32.880547,-117.239444,Tu,16,182
BONN,32.875415,-117.240332,W,13,0
LEDDN,32.878867,-117.241695,M,14,79
PETER,32.880013,-117.240351,M,10,292
EBU2,32.881243,-117.233615,Th,10,0
APM,32.879039,-117.241028,W,18,55
HSS,32.878391,-117.241665,Tu,14,281
NIERN,32.868487,-117.251196,F,11,12
EBU3B,32.881835,-117.233523,Th,12,12
CSB,32.880547,-117.239444,Th,13,150
SPIES,32.869081,-117.251015,Tu,11,36
EBU3B,32.881835,-117.233523,M,09,0
MAYER,32.875322,-117.24019,Tu,17,21
WLH,32.880558,-117.234319,F,11,15
GH,32.873717,-117.240975,M,14,70
HUBBS,32.867457,-117.253423,Th,11,23
GH,32.873717,-117.240975,Th,10,125
PETER,32.880013,-117.240351,W,20,53
HSS,32.878391,-117.241665,W,15,168
SSB,32.883965,-117.240439,Tu,13,15
EBU3B,32.881835,-117.233523,F,11,0
WLH,32.880558,-117.234319,Th,20,29
PETER,32.880013,-117.240351,Th,13,352
SME,32.87989,-117.233139,W,15,0
MCGIL,32.879049,-117.242043,W,12,40
SEQUO,32.882173,-117.240561,Tu,12,74
HSS,32.878391,-117.241665,M,13,226
HUBBS,32.867457,-117.253423,Tu,15,23
PSB,32.874227,-117.235699,Tu,08,0
CENTR,32.877773,-117.237262,Tu,18,191
YORK,32.874554,-117.240005,W,14,193
CSB,32.880547,-117.239444,Tu,10,149
OTRSN,32.88662,-117.241109,W,21,0
CENTR,32.877773,-117.237262,M,20,177
PETER,32.880013,-117.240351,M,18,103
APM,32.879039,-117.241028,W,10,99
MANDE,32.877866,-117.239432,Tu,11,235
HUBBS,32.867457,-117.253423,W,14,23
SEQUO,32.882173,-117.240561,Tu,10,79
OTRSN,32.88662,-117.241109,Th,12,113
NIERN,32.868487,-117.251196,Tu,09,12
APM,32.879039,-117.241028,Th,18,35
LEDDN,32.878867,-117.241695,Tu,11,115
WLH,32.880558,-117.234319,M,14,198
SOLIS,32.880931,-117.239798,Tu,10,57
GH,32.873717,-117.240975,Th,18,105
SOLIS,32.880931,-117.239798,W,11,15
NSB,32.875274,-117.242808,Tu,12,0
HUBBS,32.867457,-117.253423,M,11,23
YORK,32.874554,-117.240005,Tu,17,194
YORK,32.874554,-117.240005,F,15,0
PCYNH,32.878422,-117.233767,Th,12,163
PCYNH,32.878422,-117.233767,Th,08,99
NSB,32.875274,-117.242808,Tu,09,0
MCGIL,32.879049,-117.242043,Th,13,30
YORK,32.874554,-117.240005,Th,12,92
WLH,32.880558,-117.234319,Th,16,414
CENTR,32.877773,-117.237262,Th,13,655
SOLIS,32.880931,-117.239798,W,13,73
MANDE,32.877866,-117.239432,M,16,151
SSB,32.883965,-117.240439,Th,18,22
WLH,32.880558,-117.234319,Tu,13,409
PETER,32.880013,-117.240351,W,09,292
MANDE,32.877866,-117.239432,Tu,19,108
HSS,32.878391,-117.241665,W,13,147
MCGIL,32.879049,-117.242043,Tu,13,30
MCGIL,32.879049,-117.242043,Tu,09,19
APM,32.879039,-117.241028,Th,10,162
OTRSN,32.88662,-117.241109,Tu,09,88
SOLIS,32.880931,-117.239798,Th,09,57
PETER,32.880013,-117.240351,Tu,10,53
MAYER,32.875322,-117.24019,Th,13,64
SEQUO,32.882173,-117.240561,Th,11,74
EBU3B,32.881835,-117.233523,M,12,27
PCYNH,32.878422,-117.233767,F,20,15
YORK,32.874554,-117.240005,F,13,70
SME,32.87989,-117.233139,Tu,16,0
CENTR,32.877773,-117.237262,F,08,171
WLH,32.880558,-117.234319,Th,08,28
EBU3B,32.881835,-117.233523,Tu,15,17
CENTR,32.877773,-117.237262,M,09,556
ECKRT,32.86716,-117.252589,W,14,12
PCYNH,32.878422,-117.233767,M,10,124
BONN,32.875415,-117.240332,Tu,12,0
YORK,32.874554,-117.240005,W,09,113
EBU2,32.881243,-117.233615,Tu,09,0
CSB,32.880547,-117.239444,F,10,69
OTRSN,32.88662,-117.241109,F,13,0
CENTR,32.877773,-117.237262,W,10,488
HSS,32.878391,-117.241665,M,08,42
SSB,32.883965,-117.240439,Th,09,29
SME,32.87989,-117.233139,Th,14,21
EBU3B,32.881835,-117.233523,W,15,17
PCYNH,32.878422,-117.233767,F,10,78
EBU3B,32.881835,-117.233523,W,14,17
PETER,32.880013,-117.240351,Th,08,53
NSB,32.875274,-117.242808,Tu,10,0
MANDE,32.877866,-117.239432,Tu,17,117
OTRSN,32.88662,-117.241109,Th,08,88
MYR-A,32.875268,-117.240194,Tu,10,43
MYR-A,32.875268,-117.240194,Tu,08,16
LEDDN,32.878867,-117.241695,Th,12,115
APM,32.879039,-117.241028,M,19,15
OTRSN,32.88662,-117.241109,W,13,15
APM,32.879039,-117.241028,M,11,91
HUBBS,32.867457,-117.253423,F,15,23
WLH,32.880558,-117.234319,W,12,304
PETER,32.880013,-117.240351,W,16,16
CSB,32.880547,-117.239444,M,18,151
YORK,32.874554,-117.240005,M,14,193
WFH,32.886956,-117.241839,M,16,16
PCYNH,32.878422,-117.233767,Tu,10,210
OTRSN,32.88662,-117.241109,W,09,79
PCYNH,32.878422,-117.233767,M,18,73
HSS,32.878391,-117.241665,F,14,62
CSB,32.880547,-117.239444,Tu,13,150
EBU2,32.881243,-117.233615,W,09,0
CENTR,32.877773,-117.237262,W,18,595
APM,32.879039,-117.241028,F,11,114
MAYER,32.875322,-117.24019,Tu,10,71
MCGIL,32.879049,-117.242043,Th,11,49
MYR-A,32.875268,-117.240194,Th,13,50
PETER,32.880013,-117.240351,F,15,109
MAYER,32.875322,-117.24019,Tu,09,22
SOLIS,32.880931,-117.239798,F,14,35
HSS,32.878391,-117.241665,Th,16,287
GH,32.873717,-117.240975,M,19,106
SEQUO,32.882173,-117.240561,W,17,37
SME,32.87989,-117.233139,W,09,56
MYR-A,32.875268,-117.240194,Th,09,43
OTRSN,32.88662,-117.241109,Th,21,0
CENTR,32.877773,-117.237262,M,15,628
MCGIL,32.879049,-117.242043,W,15,9
OTRSN,32.88662,-117.241109,M,12,15
SEQUO,32.882173,-117.240561,Tu,19,37
MANDE,32.877866,-117.239432,W,11,230
APM,32.879039,-117.241028,Tu,10,126
HSS,32.878391,-117.241665,W,18,71
CSB,32.880547,-117.239444,M,10,75
CENTR,32.877773,-117.237262,Tu,11,763
APM,32.879039,-117.241028,Tu,09,168
MANDE,32.877866,-117.239432,Th,19,71
PCYNH,32.878422,-117.233767,Tu,18,76
BONN,32.875415,-117.240332,W,12,0
CSB,32.880547,-117.239444,W,10,75
PETER,32.880013,-117.240351,M,13,842
MCGIL,32.879049,-117.242043,M,13,21
HSS,32.878391,-117.241665,Tu,15,247
CENTR,32.877773,-117.237262,F,12,315
HSS,32.878391,-117.241665,Th,09,166
RBC,32.884341,-117.240977,W,11,15
OTRSN,32.88662,-117.241109,W,08,79
WLH,32.880558,-117.234319,F,10,29
HUBBS,32.867457,-117.253423,Th,10,23
GH,32.873717,-117.240975,Th,17,62
HSS,32.878391,-117.241665,W,14,183
LEDDN,32.878867,-117.241695,M,15,79
CSB,32.880547,-117.239444,F,09,69
GH,32.873717,-117.240975,M,11,16
PETER,32.880013,-117.240351,Th,12,352
VAUGN,32.865324,-117.252961,Tu,11,35
PCYNH,32.878422,-117.233767,Th,19,76
SSB,32.883965,-117.240439,Tu,20,22
SEQUO,32.882173,-117.240561,Tu,11,74
HSS,32.878391,-117.241665,M,12,320
APM,32.879039,-117.241028,Tu,18,35
PSB,32.874227,-117.235699,M,11,0
PSB,32.874227,-117.235699,Tu,09,0
CENTR,32.877773,-117.237262,Tu,19,191
YORK,32.874554,-117.240005,W,17,163
MANDE,32.877866,-117.239432,Th,11,234
CSB,32.880547,-117.239444,W,18,151
EBU3B,32.881835,-117.233523,M,15,17
APM,32.879039,-117.241028,W,17,125
MANDE,32.877866,-117.239432,Tu,10,192
MYR-A,32.875268,-117.240194,Tu,09,43
OTRSN,32.88662,-117.241109,Th,11,113
SME,32.87989,-117.233139,M,15,0
EBU2,32.881243,-117.233615,M,10,0
EBU3B,32.881835,-117.233523,Th,13,46
EBU3B,32.881835,-117.233523,W,10,12
SOLIS,32.880931,-117.239798,W,10,101
WLH,32.880558,-117.234319,Tu,18,118
WLH,32.880558,-117.234319,Tu,20,29
SME,32.87989,-117.233139,W,13,45
ECKRT,32.86716,-117.252589,Tu,15,12
HUBBS,32.867457,-117.253423,M,10,23
YORK,32.874554,-117.240005,Tu,14,197
YORK,32.874554,-117.240005,F,12,70
PCYNH,32.878422,-117.233767,Th,11,146
PCYNH,32.878422,-117.233767,Th,09,186
MCGIL,32.879049,-117.242043,Th,12,49
SME,32.87989,-117.233139,M,11,56
YORK,32.874554,-117.240005,Th,15,155
WLH,32.880558,-117.234319,Th,17,202
OTRSN,32.88662,-117.241109,F,14,0
CENTR,32.877773,-117.237262,Th,12,780
GH,32.873717,-117.240975,F,14,63
MANDE,32.877866,-117.239432,M,17,85
WLH,32.880558,-117.234319,M,13,255
WLH,32.880558,-117.234319,Tu,12,396
WFH,32.886956,-117.241839,W,10,45
CSB,32.880547,-117.239444,Th,18,141
SEQUO,32.882173,-117.240561,W,09,42
OTRSN,32.88662,-117.241109,Th,19,21
APM,32.879039,-117.241028,Th,17,69
OTRSN,32.88662,-117.241109,Tu,08,88
GH,32.873717,-117.240975,W,19,106
PETER,32.880013,-117.240351,Tu,11,268
MAYER,32.875322,-117.24019,Th,12,67
CSB,32.880547,-117.239444,M,14,105
SEQUO,32.882173,-117.240561,Th,12,74
EBU3B,32.881835,-117.233523,M,13,61
GH,32.873717,-117.240975,W,14,70
WFH,32.886956,-117.241839,Tu,11,64
NIERN,32.868487,-117.251196,M,11,12
YORK,32.874554,-117.240005,M,13,104
EBU3B,32.881835,-117.233523,Tu,14,17
GH,32.873717,-117.240975,Tu,14,89
PCYNH,32.878422,-117.233767,M,13,172
BONN,32.875415,-117.240332,Tu,13,0
CSB,32.880547,-117.239444,Tu,15,204
CSB,32.880547,-117.239444,F,11,25
CENTR,32.877773,-117.237262,W,13,717
HSS,32.878391,-117.241665,M,09,174
SEQUO,32.882173,-117.240561,Tu,08,47
SME,32.87989,-117.233139,M,13,45
EBU3B,32.881835,-117.233523,W,16,17
PCYNH,32.878422,-117.233767,F,11,32
EBU3B,32.881835,-117.233523,F,10,0
WFH,32.886956,-117.241839,W,18,102
PETER,32.880013,-117.240351,Th,09,53
OTRSN,32.88662,-117.241109,Th,09,88
MNDLR,32.879312,-117.242139,W,14,0
SEQUO,32.882173,-117.240561,W,10,42
ECKRT,32.86716,-117.252589,M,14,12
APM,32.879039,-117.241028,M,10,83
WLH,32.880558,-117.234319,W,13,255
CSB,32.880547,-117.239444,Tu,09,98
PETER,32.880013,-117.240351,W,13,842
CENTR,32.877773,-117.237262,Tu,16,460
WFH,32.886956,-117.241839,M,17,102
PCYNH,32.878422,-117.233767,Tu,11,146
MYR-A,32.875268,-117.240194,Tu,17,29
GH,32.873717,-117.240975,Tu,16,89
LEDDN,32.878867,-117.241695,M,12,115
HSS,32.878391,-117.241665,F,15,62
EBU3B,32.881835,-117.233523,Th,14,51
CENTR,32.877773,-117.237262,W,09,572
MYR-A,32.875268,-117.240194,Th,12,50
SME,32.87989,-117.233139,W,14,45
MAYER,32.875322,-117.24019,Tu,11,72
WLH,32.880558,-117.234319,Tu,08,28
SOLIS,32.880931,-117.239798,Tu,11,62
WFH,32.886956,-117.241839,Th,08,52
APM,32.879039,-117.241028,F,09,99
HUBBS,32.867457,-117.253423,F,10,23
LEDDN,32.878867,-117.241695,W,09,80
SOLIS,32.880931,-117.239798,F,15,35
HSS,32.878391,-117.241665,Th,11,235
GH,32.873717,-117.240975,M,18,106
SEQUO,32.882173,-117.240561,W,18,37
SOLIS,32.880931,-117.239798,Tu,09,57
SME,32.87989,-117.233139,W,16,0
WFH,32.886956,-117.241839,Tu,12,64
CENTR,32.877773,-117.237262,M,14,569
EBU3B,32.881835,-117.233523,W,13,27
SOLIS,32.880931,-117.239798,Th,13,62
SEQUO,32.882173,-117.240561,Tu,18,37
MANDE,32.877866,-117.239432,W,12,208
APM,32.879039,-117.241028,Tu,11,168
NSB,32.875274,-117.242808,W,12,0
CSB,32.880547,-117.239444,Th,09,98
CSB,32.880547,-117.239444,M,13,134
APM,32.879039,-117.241028,Tu,08,117
MANDE,32.877866,-117.239432,W,09,84
PCYNH,32.878422,-117.233767,Tu,19,76
CSB,32.880547,-117.239444,W,17,189
BONN,32.875415,-117.240332,F,12,0
SEQUO,32.882173,-117.240561,F,13,37
PETER,32.880013,-117.240351,M,12,907
MCGIL,32.879049,-117.242043,M,12,40
HSS,32.878391,-117.241665,Tu,12,230
CENTR,32.877773,-117.237262,F,13,265
WLH,32.880558,-117.234319,M,17,165
SPIES,32.869081,-117.251015,Th,11,36
PETER,32.880013,-117.240351,M,20,53
OTRSN,32.88662,-117.241109,Th,18,21
HUBBS,32.867457,-117.253423,Th,13,23
WFH,32.886956,-117.241839,Tu,10,52
HSS,32.878391,-117.241665,W,17,71
PCYNH,32.878422,-117.233767,W,16,73
CSB,32.880547,-117.239444,Tu,19,141
GH,32.873717,-117.240975,M,10,125
OTRSN,32.88662,-117.241109,W,11,15
PETER,32.880013,-117.240351,Th,11,268
VAUGN,32.865324,-117.252961,Tu,10,35
PCYNH,32.878422,-117.233767,Th,18,76
MCGIL,32.879049,-117.242043,Th,15,29
GH,32.873717,-117.240975,W,18,106
HSS,32.878391,-117.241665,M,11,320
HUBBS,32.867457,-117.253423,Tu,13,23
WLH,32.880558,-117.234319,Th,18,118
CENTR,32.877773,-117.237262,Th,15,451
YORK,32.874554,-117.240005,W,16,61
MANDE,32.877866,-117.239432,Th,12,191
SOLIS,32.880931,-117.239798,M,15,73
BONN,32.875415,-117.240332,F,13,0
CSB,32.880547,-117.239444,Th,17,141
CSB,32.880547,-117.239444,Tu,11,130
MANDE,32.877866,-117.239432,Th,17,71
OTRSN,32.88662,-117.241109,Th,10,88
SME,32.87989,-117.233139,Th,13,21
GH,32.873717,-117.240975,Tu,15,89
GH,32.873717,-117.240975,W,10,125
SOLIS,32.880931,-117.239798,M,12,19
SOLIS,32.880931,-117.239798,W,17,65
CSB,32.880547,-117.239444,Tu,20,37
ECKRT,32.86716,-117.252589,Tu,14,12
EBU3B,32.881835,-117.233523,Tu,13,46
YORK,32.874554,-117.240005,Tu,15,155
PETER,32.880013,-117.240351,W,12,907
LEDDN,32.878867,-117.241695,W,15,79
PCYNH,32.878422,-117.233767,Th,10,176
HSS,32.878391,-117.241665,M,19,66
YORK,32.874554,-117.240005,Th,14,197
WLH,32.880558,-117.234319,Th,10,140
OTRSN,32.88662,-117.241109,F,15,0
MYR-A,32.875268,-117.240194,Tu,18,29
MANDE,32.877866,-117.239432,M,14,218
WLH,32.880558,-117.234319,W,14,198
MCGIL,32.879049,-117.242043,Th,09,19
APM,32.879039,-117.241028,M,18,25
WLH,32.880558,-117.234319,Tu,11,425
WFH,32.886956,-117.241839,W,11,89
OTRSN,32.88662,-117.241109,Tu,21,0
SME,32.87989,-117.233139,F,10,0
MCGIL,32.879049,-117.242043,Tu,11,49
APM,32.879039,-117.241028,Th,16,53
SME,32.87989,-117.233139,Tu,10,0
PETER,32.880013,-117.240351,Tu,12,352
LEDDN,32.878867,-117.241695,Th,14,79
SME,32.87989,-117.233139,W,11,56
MAYER,32.875322,-117.24019,Th,11,72
SEQUO,32.882173,-117.240561,Th,13,74
EBU3B,32.881835,-117.233523,M,10,12
HUBBS,32.867457,-117.253423,F,14,23
SSB,32.883965,-117.240439,Th,08,29
MCGIL,32.879049,-117.242043,F,11,19
YORK,32.874554,-117.240005,F,16,0
