building_tag,longitude,latitude,day,hour,students_number
PSB,32.874227,-117.235699,Th,10,0
PSB,32.874227,-117.235699,W,09,0
APM,32.879039,-117.241028,Tu,11,22
PCYNH,32.878422,-117.233767,Tu,19,0
MCGIL,32.879049,-117.242043,M,12,19
HUBBS,32.867457,-117.253423,Th,11,23
PCYNH,32.878422,-117.233767,W,13,32
PSB,32.874227,-117.235699,M,11,0
MCGIL,32.879049,-117.242043,W,10,19
PCYNH,32.878422,-117.233767,M,09,32
PCYNH,32.878422,-117.233767,Th,14,36
HUBBS,32.867457,-117.253423,Th,13,23
PCYNH,32.878422,-117.233767,W,17,15
PCYNH,32.878422,-117.233767,W,11,32
HSS,32.878391,-117.241665,Tu,10,23
MCGIL,32.879049,-117.242043,W,12,19
MCGIL,32.879049,-117.242043,M,09,19
APM,32.879039,-117.241028,W,12,22
PSB,32.874227,-117.235699,Tu,08,0
HSS,32.878391,-117.241665,W,11,23
PCYNH,32.878422,-117.233767,Th,18,0
PSB,32.874227,-117.235699,Tu,11,0
APM,32.879039,-117.241028,W,09,22
HSS,32.878391,-117.241665,M,11,23
HUBBS,32.867457,-117.253423,Tu,13,23
APM,32.879039,-117.241028,W,10,22
HUBBS,32.867457,-117.253423,M,15,23
HUBBS,32.867457,-117.253423,W,14,23
OTRSN,32.88662,-117.241109,W,19,0
NIERN,32.868487,-117.251196,Tu,09,12
WFH,32.886956,-117.241839,Th,11,48
HUBBS,32.867457,-117.253423,Tu,11,23
OTRSN,32.88662,-117.241109,Tu,20,0
HUBBS,32.867457,-117.253423,M,13,23
PCYNH,32.878422,-117.233767,W,16,65
MCGIL,32.879049,-117.242043,Th,11,19
WFH,32.886956,-117.241839,W,17,16
PSB,32.874227,-117.235699,F,11,0
HUBBS,32.867457,-117.253423,W,10,23
PCYNH,32.878422,-117.233767,Th,12,0
PCYNH,32.878422,-117.233767,M,16,65
ECKRT,32.86716,-117.252589,Tu,14,12
PCYNH,32.878422,-117.233767,M,20,15
PCYNH,32.878422,-117.233767,Th,10,36
APM,32.879039,-117.241028,Th,12,22
PCYNH,32.878422,-117.233767,F,18,15
MCGIL,32.879049,-117.242043,Th,09,19
NIERN,32.868487,-117.251196,M,11,12
PCYNH,32.878422,-117.233767,Th,15,36
PCYNH,32.878422,-117.233767,W,15,79
HUBBS,32.867457,-117.253423,F,14,23
PCYNH,32.878422,-117.233767,Th,16,17
MCGIL,32.879049,-117.242043,Tu,09,19
APM,32.879039,-117.241028,Th,10,22
NIERN,32.868487,-117.251196,F,10,12
APM,32.879039,-117.241028,F,09,22
WFH,32.886956,-117.241839,W,11,45
PSB,32.874227,-117.235699,F,08,0
OTRSN,32.88662,-117.241109,F,17,0
OTRSN,32.88662,-117.241109,M,20,0
OTRSN,32.88662,-117.241109,Th,18,0
PCYNH,32.878422,-117.233767,F,20,15
ECKRT,32.86716,-117.252589,W,14,12
WFH,32.886956,-117.241839,F,09,0
PCYNH,32.878422,-117.233767,M,10,32
MCGIL,32.879049,-117.242043,F,11,19
