building_tag,longitude,latitude,day,hour,students_number
SPIES,32.869081,-117.251015,F,10,1
MYR-A,32.875268,-117.240194,M,09,13
BONN,32.875415,-117.240332,Th,15,0
PCYNH,32.878422,-117.233767,F,16,574
GH,32.873717,-117.240975,F,09,315
ERCA,32.886146,-117.242029,Th,14,8
EBU2,32.881243,-117.233615,W,13,37
MCC,32.88156,-117.24028,M,17,56
LEDDN,32.878867,-117.241695,Th,18,168
ASANT,32.884082,-117.241912,M,17,9
LEDDN,32.878867,-117.241695,M,08,211
RBC,32.884341,-117.240977,M,16,64
APM,32.879039,-117.241028,M,17,95
OTRSN,32.88662,-117.241109,M,10,21
OTRSN,32.88662,-117.241109,M,09,90
CENTR,32.877773,-117.237262,Tu,13,1488
SOLIS,32.880931,-117.239798,M,18,188
CPMC,32.877962,-117.234429,Th,17,85
TM102,32.881485,-117.23968,Tu,17,33
EBU2,32.881243,-117.233615,Th,17,58
HSS,32.878391,-117.241665,Tu,17,255
WLH,32.880558,-117.234319,F,12,785
OTRSN,32.88662,-117.241109,W,10,45
OTRSN,32.88662,-117.241109,F,09,0
SPIES,32.869081,-117.251015,M,11,4
APM,32.879039,-117.241028,W,21,38
SPIES,32.869081,-117.251015,W,11,4
MANDE,32.877866,-117.239432,Tu,16,149
SOLIS,32.880931,-117.239798,Th,16,289
WLH,32.880558,-117.234319,M,11,557
HUBBS,32.867457,-117.253423,Tu,14,6
GH,32.873717,-117.240975,F,21,2
PCYNH,32.878422,-117.233767,W,10,469
SSB,32.883965,-117.240439,Th,11,75
APM,32.879039,-117.241028,W,11,101
MANDE,32.877866,-117.239432,Tu,12,312
BIO,32.876028,-117.242219,Th,12,0
CENTR,32.877773,-117.237262,F,14,1148
GH,32.873717,-117.240975,W,13,261
GH,32.873717,-117.240975,Th,19,340
RBC,32.884341,-117.240977,F,09,42
EBU2,32.881243,-117.233615,Tu,14,77
YORK,32.874554,-117.240005,Tu,16,468
YORK,32.874554,-117.240005,F,14,416
MCGIL,32.879049,-117.242043,Th,18,20
OTRSN,32.88662,-117.241109,M,20,0
LEDDN,32.878867,-117.241695,F,11,180
LIT,32.880495,-117.23385,Th,17,39
SPIES,32.869081,-117.251015,W,12,4
VAF,32.87918,-117.234138,W,10,24
EBU1,32.881659,-117.235623,Th,09,82
VAF,32.87918,-117.234138,Tu,10,15
ECON,32.875323,-117.2355,F,11,6
RBC,32.884341,-117.240977,M,09,196
PCYNH,32.878422,-117.233767,M,11,553
SSB,32.883965,-117.240439,F,15,3
PRICE,32.879733,-117.236191,M,12,475
SSB,32.883965,-117.240439,Tu,09,74
BONN,32.875415,-117.240332,M,16,23
MANDE,32.877866,-117.239432,M,19,109
HSS,32.878391,-117.241665,M,15,301
MCGIL,32.879049,-117.242043,F,16,22
CICC,32.885032,-117.241292,Th,11,243
MTF,32.875608,-117.235497,Tu,18,0
PRICE,32.879733,-117.236191,W,09,463
GH,32.873717,-117.240975,Tu,14,452
LIT,32.880495,-117.23385,W,13,66
SSB,32.883965,-117.240439,W,19,20
SEQUO,32.882173,-117.240561,M,18,75
ASANT,32.884082,-117.241912,W,13,35
TM102,32.881485,-117.23968,W,16,38
SSB,32.883965,-117.240439,M,09,6
IGPP,32.868349,-117.252952,M,10,4
EBU3B,32.881835,-117.233523,Tu,08,15
MNDLR,32.879312,-117.242139,M,11,5
MANDE,32.877866,-117.239432,W,10,270
TM102,32.881485,-117.23968,F,14,26
BONN,32.875415,-117.240332,W,13,0
IGPP,32.868349,-117.252952,W,13,8
MCGIL,32.879049,-117.242043,M,14,114
CENTR,32.877773,-117.237262,Th,07,150
CSB,32.880547,-117.239444,Th,13,137
MAYER,32.875322,-117.24019,Tu,17,0
SSB,32.883965,-117.240439,Tu,13,26
WLH,32.880558,-117.234319,Th,20,145
MCC,32.88156,-117.24028,Th,18,11
WFH,32.886956,-117.241839,Th,09,187
SSRB,32.880687,-117.240153,Tu,13,11
MAYER,32.875322,-117.24019,Tu,10,22
CENTR,32.877773,-117.237262,Tu,18,1066
CSB,32.880547,-117.239444,Tu,10,88
CSB,32.880547,-117.239444,W,19,32
CICC,32.885032,-117.241292,Tu,11,243
LIT,32.880495,-117.23385,M,14,58
BONN,32.875415,-117.240332,F,15,0
HUBBS,32.867457,-117.253423,W,14,32
LFFB,32.876682,-117.236868,F,09,0
MANDE,32.877866,-117.239432,F,13,129
VAUGN,32.865324,-117.252961,M,13,24
TM102,32.881485,-117.23968,M,11,33
MTF,32.875608,-117.235497,F,10,0
VAF,32.87918,-117.234138,Th,09,9
GH,32.873717,-117.240975,M,16,339
HUBBS,32.867457,-117.253423,M,11,5
PETER,32.880013,-117.240351,W,14,777
PCYNH,32.878422,-117.233767,Th,12,515
PACIF,32.87603,-117.242393,F,10,41
MCGIL,32.879049,-117.242043,Th,13,60
ECON,32.875323,-117.2355,M,16,7
HSS,32.878391,-117.241665,M,11,255
CENTR,32.877773,-117.237262,Th,13,1458
PCYNH,32.878422,-117.233767,F,18,62
WLH,32.880558,-117.234319,Tu,13,1002
PETER,32.880013,-117.240351,W,09,445
MANDE,32.877866,-117.239432,Tu,19,68
EBU2,32.881243,-117.233615,F,11,59
SERF,32.879664,-117.235105,M,12,10
EBU2,32.881243,-117.233615,M,15,6
OTRSN,32.88662,-117.241109,Tu,09,129
MAYER,32.875322,-117.24019,Th,13,0
MANDE,32.877866,-117.239432,Tu,20,42
EBU3B,32.881835,-117.233523,M,12,262
NSB,32.875274,-117.242808,W,09,30
CENTR,32.877773,-117.237262,M,09,1208
HSS,32.878391,-117.241665,Th,20,20
RBC,32.884341,-117.240977,Th,09,150
EBU2,32.881243,-117.233615,Tu,09,48
CSB,32.880547,-117.239444,F,10,183
OTRSN,32.88662,-117.241109,F,13,0
OTRSN,32.88662,-117.241109,Th,21,0
SOLIS,32.880931,-117.239798,Tu,18,296
NSB,32.875274,-117.242808,F,11,38
PETER,32.880013,-117.240351,F,08,474
DANCE,32.871733,-117.24019,M,14,13
VAF,32.87918,-117.234138,M,16,8
CPMC,32.877962,-117.234429,F,11,100
ECON,32.875323,-117.2355,Th,10,23
TM102,32.881485,-117.23968,Th,20,36
PCYNH,32.878422,-117.233767,M,18,287
HSS,32.878391,-117.241665,F,14,203
EBU2,32.881243,-117.233615,W,09,126
MTF,32.875608,-117.235497,W,13,0
WLH,32.880558,-117.234319,W,20,355
PACIF,32.87603,-117.242393,Th,14,22
SSB,32.883965,-117.240439,M,14,98
SOLIS,32.880931,-117.239798,F,14,66
MAYER,32.875322,-117.24019,F,17,0
SEQUO,32.882173,-117.240561,W,17,55
LIT,32.880495,-117.23385,W,17,50
CSB,32.880547,-117.239444,Tu,19,171
PETER,32.880013,-117.240351,F,15,563
NSB,32.875274,-117.242808,Th,11,0
LEDDN,32.878867,-117.241695,M,15,180
PETER,32.880013,-117.240351,M,13,699
LEDDN,32.878867,-117.241695,Tu,18,168
ERCA,32.886146,-117.242029,M,16,21
MAYER,32.875322,-117.24019,W,18,0
LEDDN,32.878867,-117.241695,W,18,67
NSB,32.875274,-117.242808,Tu,15,23
PETER,32.880013,-117.240351,Th,12,764
GH,32.873717,-117.240975,M,21,2
SEQUO,32.882173,-117.240561,F,14,25
CPMC,32.877962,-117.234429,M,15,26
SERF,32.879664,-117.235105,W,16,3
MTF,32.875608,-117.235497,Tu,16,0
MYR-A,32.875268,-117.240194,F,17,0
EBU2,32.881243,-117.233615,M,10,26
EBU2,32.881243,-117.233615,F,08,17
SOLIS,32.880931,-117.239798,W,10,328
SME,32.87989,-117.233139,Tu,19,53
MCC,32.88156,-117.24028,Th,11,0
VAF,32.87918,-117.234138,Th,16,27
NIERN,32.868487,-117.251196,M,12,23
WLH,32.880558,-117.234319,Th,17,1000
MCC,32.88156,-117.24028,Th,09,0
SEQUO,32.882173,-117.240561,M,16,33
WFH,32.886956,-117.241839,Th,11,214
WFH,32.886956,-117.241839,W,10,0
PFBH,32.881568,-117.234351,Th,15,76
MCGIL,32.879049,-117.242043,Tu,10,67
CCC,32.879661,-117.236447,Tu,15,11
LIT,32.880495,-117.23385,Tu,10,28
PETER,32.880013,-117.240351,Tu,11,741
MYR-A,32.875268,-117.240194,W,17,0
DANCE,32.871733,-117.24019,Tu,16,1
MTF,32.875608,-117.235497,M,09,0
SEQUO,32.882173,-117.240561,Th,12,83
CMME,32.875561,-117.235448,F,09,0
EBU1,32.881659,-117.235623,M,17,44
YORK,32.874554,-117.240005,M,13,278
SERF,32.879664,-117.235105,Th,12,4
VAUGN,32.865324,-117.252961,F,15,14
HSS,32.878391,-117.241665,W,14,276
RBC,32.884341,-117.240977,Tu,18,88
CENTR,32.877773,-117.237262,W,13,1245
HSS,32.878391,-117.241665,M,09,253
SME,32.87989,-117.233139,M,13,26
PCYNH,32.878422,-117.233767,F,11,431
EBU2,32.881243,-117.233615,W,16,45
MCC,32.88156,-117.24028,W,15,70
LEDDN,32.878867,-117.241695,Th,13,199
APM,32.879039,-117.241028,M,10,55
OTRSN,32.88662,-117.241109,M,15,73
CENTR,32.877773,-117.237262,Tu,16,1141
VAUGN,32.865324,-117.252961,F,09,21
CPMC,32.877962,-117.234429,Th,10,157
TM102,32.881485,-117.23968,Tu,12,37
HSS,32.878391,-117.241665,M,21,105
WLH,32.880558,-117.234319,F,17,201
SOLIS,32.880931,-117.239798,Tu,11,392
OTRSN,32.88662,-117.241109,W,15,73
HSS,32.878391,-117.241665,Th,11,398
GH,32.873717,-117.240975,M,18,354
GH,32.873717,-117.240975,F,16,359
CENTR,32.877773,-117.237262,M,14,1098
PFBH,32.881568,-117.234351,W,09,33
SOLIS,32.880931,-117.239798,Th,13,358
APM,32.879039,-117.241028,Tu,11,190
NSB,32.875274,-117.242808,W,12,0
APM,32.879039,-117.241028,Tu,08,155
SSB,32.883965,-117.240439,W,15,46
OTRSN,32.88662,-117.241109,Tu,16,131
WFH,32.886956,-117.241839,F,15,0
CENTR,32.877773,-117.237262,F,13,1099
TM102,32.881485,-117.23968,Th,17,41
WLH,32.880558,-117.234319,M,17,744
OAR,32.8697,-117.250649,Th,13,4
GH,32.873717,-117.240975,Th,16,407
BIO,32.876028,-117.242219,Tu,12,0
CSB,32.880547,-117.239444,F,08,69
EBU2,32.881243,-117.233615,Tu,11,86
IGPP,32.868349,-117.252952,Tu,13,8
SEQUO,32.882173,-117.240561,Tu,10,89
NSB,32.875274,-117.242808,Th,15,30
PRICE,32.879733,-117.236191,M,11,319
LEDDN,32.878867,-117.241695,F,16,161
MANDE,32.877866,-117.239432,F,08,78
OTRSN,32.88662,-117.241109,Th,10,129
LEDDN,32.878867,-117.241695,Tu,17,121
BSB,32.875597,-117.236066,W,11,0
LIT,32.880495,-117.23385,F,17,27
VAF,32.87918,-117.234138,Tu,15,24
MANDE,32.877866,-117.239432,Th,20,40
WLH,32.880558,-117.234319,Tu,21,116
RBC,32.884341,-117.240977,F,14,287
SSB,32.883965,-117.240439,F,10,0
YORK,32.874554,-117.240005,Th,14,283
PFBH,32.881568,-117.234351,Tu,16,49
MYR-A,32.875268,-117.240194,Tu,18,0
MANDE,32.877866,-117.239432,M,14,206
CENTR,32.877773,-117.237262,Th,21,871
GH,32.873717,-117.240975,Tu,21,2
PETER,32.880013,-117.240351,Th,20,31
MCGIL,32.879049,-117.242043,M,09,45
UREY,32.875569,-117.241055,Tu,17,11
SME,32.87989,-117.233139,Tu,10,21
SME,32.87989,-117.233139,W,12,20
BONN,32.875415,-117.240332,Tu,10,19
GH,32.873717,-117.240975,W,20,2
SEQUO,32.882173,-117.240561,Tu,09,89
EBU3B,32.881835,-117.233523,W,17,11
WFH,32.886956,-117.241839,W,19,176
TM102,32.881485,-117.23968,W,13,34
ASANT,32.884082,-117.241912,Tu,12,28
CPMC,32.877962,-117.234429,Tu,16,112
PCYNH,32.878422,-117.233767,Tu,12,504
RBC,32.884341,-117.240977,W,13,52
PFBH,32.881568,-117.234351,M,17,0
APM,32.879039,-117.241028,F,13,52
MAYER,32.875322,-117.24019,Tu,12,12
NSB,32.875274,-117.242808,M,16,29
SSB,32.883965,-117.240439,Tu,16,60
CMME,32.875561,-117.235448,F,11,25
MCC,32.88156,-117.24028,M,13,22
VAF,32.87918,-117.234138,Th,18,27
EBU3B,32.881835,-117.233523,F,18,11
PETER,32.880013,-117.240351,M,08,474
RBC,32.884341,-117.240977,M,12,359
PETER,32.880013,-117.240351,Tu,09,674
SSRB,32.880687,-117.240153,Tu,14,30
CSB,32.880547,-117.239444,M,12,97
RBC,32.884341,-117.240977,Th,11,147
CSB,32.880547,-117.239444,W,16,163
LIT,32.880495,-117.23385,M,13,55
EBU2,32.881243,-117.233615,Th,13,81
BONN,32.875415,-117.240332,F,18,0
HSS,32.878391,-117.241665,Tu,13,283
CENTR,32.877773,-117.237262,Tu,21,595
MANDE,32.877866,-117.239432,F,18,23
HSS,32.878391,-117.241665,W,16,405
SME,32.87989,-117.233139,Tu,09,21
GH,32.873717,-117.240975,M,13,264
SOLIS,32.880931,-117.239798,W,08,218
PETER,32.880013,-117.240351,W,19,132
EBU2,32.881243,-117.233615,M,08,0
HSS,32.878391,-117.241665,M,10,247
HUBBS,32.867457,-117.253423,Tu,10,8
YORK,32.874554,-117.240005,F,12,101
CENTR,32.877773,-117.237262,Th,14,1588
YORK,32.874554,-117.240005,W,19,47
PCYNH,32.878422,-117.233767,W,14,444
SSB,32.883965,-117.240439,Th,15,44
APM,32.879039,-117.241028,W,15,114
CSB,32.880547,-117.239444,Th,16,181
CENTR,32.877773,-117.237262,F,18,70
GH,32.873717,-117.240975,W,17,354
MAYER,32.875322,-117.24019,Th,18,0
EBU2,32.881243,-117.233615,Tu,18,18
YORK,32.874554,-117.240005,F,10,171
BONN,32.875415,-117.240332,Tu,14,0
MANDE,32.877866,-117.239432,Th,14,240
OTRSN,32.88662,-117.241109,F,16,0
CSB,32.880547,-117.239444,W,15,190
LIT,32.880495,-117.23385,Th,13,21
VAF,32.87918,-117.234138,W,14,35
ERCA,32.886146,-117.242029,Tu,15,29
SSB,32.883965,-117.240439,Th,09,35
PCYNH,32.878422,-117.233767,W,08,302
ECON,32.875323,-117.2355,Th,15,50
WFH,32.886956,-117.241839,Tu,09,187
PCYNH,32.878422,-117.233767,M,15,561
PFBH,32.881568,-117.234351,W,13,27
HSS,32.878391,-117.241665,F,13,452
OTRSN,32.88662,-117.241109,Tu,18,66
SME,32.87989,-117.233139,Th,13,0
PCYNH,32.878422,-117.233767,F,09,456
ASANT,32.884082,-117.241912,Th,14,17
SSB,32.883965,-117.240439,M,11,45
TM102,32.881485,-117.23968,Tu,20,31
SEQUO,32.882173,-117.240561,W,12,13
PCYNH,32.878422,-117.233767,Tu,09,520
CPMC,32.877962,-117.234429,F,14,15
MAYER,32.875322,-117.24019,M,11,53
SPIES,32.869081,-117.251015,Th,11,11
DANCE,32.871733,-117.24019,Th,14,1
TMCA,32.881417,-117.241052,W,16,14
VAUGN,32.865324,-117.252961,Th,13,20
GH,32.873717,-117.240975,Tu,10,367
LEDDN,32.878867,-117.241695,M,10,199
PETER,32.880013,-117.240351,M,14,777
MYR-A,32.875268,-117.240194,Th,15,23
EBU3B,32.881835,-117.233523,W,18,4
ASANT,32.884082,-117.241912,W,17,28
NIERN,32.868487,-117.251196,W,11,8
PFBH,32.881568,-117.234351,F,10,18
LEDDN,32.878867,-117.241695,W,13,218
